THÔNG TIN SP,,,,,,,,PHÂN LOẠI,GIÁ SX,TỒN KHO,,
PO130,PO130-XAMNHAT-XXL,PO130,XÁM NHẠT,XXL,,,,,1,0,0 đ,
35,FOMAD,PO131,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"110,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO131,PO131-TRANG-M,PO131,TRẮNG,M,,,,,1,0,0 đ,
PO131,PO131-TRANG-L,PO131,TRẮNG,L,,,,,1,0,0 đ,
PO131,PO131-TRANG-XL,PO131,TRẮNG,XL,,,,,1,0,0 đ,
PO131,PO131-TRANG-XXL,PO131,TRẮNG,XXL,,,,,1,0,0 đ,
PO131,PO131-XAMNHAT-M,PO131,XÁM NHẠT,M,,,,,1,0,0 đ,
PO131,PO131-XAMNHAT-L,PO131,XÁM NHẠT,L,,,,,1,0,0 đ,
PO131,PO131-XAMNHAT-XL,PO131,XÁM NHẠT,XL,,,,,1,0,0 đ,
PO131,PO131-XAMNHAT-XXL,PO131,XÁM NHẠT,XXL,,,,,1,0,0 đ,
36,FLEXXY,PO132,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO132,PO132-BE-M,PO132,BE,M,,,,,1,0,0 đ,
PO132,PO132-BE-L,PO132,BE,L,,,,,1,0,0 đ,
PO132,PO132-BE-XL,PO132,BE,XL,,,,,1,0,0 đ,
PO132,PO132-BE-XXL,PO132,BE,XXL,,,,,1,0,0 đ,
37,FARIUS,PO133,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO133,PO133-DEN-M,PO133,ĐEN,M,,,,,1,0,0 đ,
PO133,PO133-DEN-L,PO133,ĐEN,L,,,,,1,0,0 đ,
PO133,PO133-DEN-XL,PO133,ĐEN,XL,,,,,1,0,0 đ,
PO133,PO133-DEN-XXL,PO133,ĐEN,XXL,,,,,1,0,0 đ,
38,FUMIS,PO134,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO134,PO134-DEN-M,PO134,ĐEN,M,,,,,1,0,0 đ,
PO134,PO134-DEN-L,PO134,ĐEN,L,,,,,1,0,0 đ,
PO134,PO134-DEN-XL,PO134,ĐEN,XL,,,,,1,0,0 đ,
PO134,PO134-DEN-XXL,PO134,ĐEN,XXL,,,,,1,0,0 đ,
39,HERUS V2,PO135,PCT,TRƠN,REGULAR,,ÁO POLO,BÁN CHẠY,"142,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO135,PO135-DEN-M,PO135,ĐEN,M,,,,,1,0,0 đ,
PO135,PO135-DEN-L,PO135,ĐEN,L,,,,,1,0,0 đ,
PO135,PO135-DEN-XL,PO135,ĐEN,XL,,,,,1,0,0 đ,
PO135,PO135-DEN-XXL,PO135,ĐEN,XXL,,,,,1,0,0 đ,
PO135,PO135-TRANG-M,PO135,TRẮNG,M,,,,,1,0,0 đ,
PO135,PO135-TRANG-L,PO135,TRẮNG,L,,,,,1,0,0 đ,
PO135,PO135-TRANG-XL,PO135,TRẮNG,XL,,,,,1,0,0 đ,
PO135,PO135-TRANG-XXL,PO135,TRẮNG,XXL,,,,,1,0,0 đ,
PO135,PO135-BE-M,PO135,BE,M,,,,,1,0,0 đ,
PO135,PO135-BE-L,PO135,BE,L,,,,,1,0,0 đ,
PO135,PO135-BE-XL,PO135,BE,XL,,,,,1,0,0 đ,
PO135,PO135-BE-XXL,PO135,BE,XXL,,,,,1,0,0 đ,
PO135,PO135-NAVY-M,PO135,NAVY,M,,,,,1,0,0 đ,
PO135,PO135-NAVY-L,PO135,NAVY,L,,,,,1,0,0 đ,
PO135,PO135-NAVY-XL,PO135,NAVY,XL,,,,,1,0,0 đ,
PO135,PO135-NAVY-XXL,PO135,NAVY,XXL,,,,,1,0,0 đ,
PO135,PO135-REU-M,PO135,RÊU,M,,,,,1,0,0 đ,
PO135,PO135-REU-L,PO135,RÊU,L,,,,,1,0,0 đ,
PO135,PO135-REU-XL,PO135,RÊU,XL,,,,,1,0,0 đ,
PO135,PO135-REU-XXL,PO135,RÊU,XXL,,,,,1,0,0 đ,
PO135,PO135-XANHNHAT-M,PO135,XANH NHẠT,M,,,,,1,0,0 đ,
PO135,PO135-XANHNHAT-L,PO135,XANH NHẠT,L,,,,,1,0,0 đ,
PO135,PO135-XANHNHAT-XL,PO135,XANH NHẠT,XL,,,,,1,0,0 đ,
PO135,PO135-XANHNHAT-XXL,PO135,XANH NHẠT,XXL,,,,,1,0,0 đ,
40,SƠ MI LINEN,PO136,BẢO TRÂN,TRƠN,REGULAR,,SƠ MI,SẢN PHẨM CHỦ LỰC,"128,000 đ",1,"128,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO136,PO136-TRANG-S,PO136,TRẮNG,S,,,,,1,0,0 đ,
PO136,PO136-TRANG-M,PO136,TRẮNG,M,,,,,1,0,0 đ,
PO136,PO136-TRANG-L,PO136,TRẮNG,L,,,,,1,1,"128,000 đ",
PO136,PO136-TRANG-XL,PO136,TRẮNG,XL,,,,,1,0,0 đ,
PO136,PO136-DEN-S,PO136,ĐEN,S,,,,,1,0,0 đ,
PO136,PO136-DEN-M,PO136,ĐEN,M,,,,,1,0,0 đ,
PO136,PO136-DEN-L,PO136,ĐEN,L,,,,,1,0,0 đ,
PO136,PO136-DEN-XL,PO136,ĐEN,XL,,,,,1,0,0 đ,
PO136,PO136-NAVY-S,PO136,NAVY,S,,,,,1,0,0 đ,
PO136,PO136-NAVY-M,PO136,NAVY,M,,,,,1,0,0 đ,
PO136,PO136-NAVY-L,PO136,NAVY,L,,,,,1,0,0 đ,
PO136,PO136-NAVY-XL,PO136,NAVY,XL,,,,,1,0,0 đ,
41,QUẦN LINEN,PO137,BẢO TRÂN,TRƠN,REGULAR,,QUẦN DÀI,SẢN PHẨM CHỦ LỰC,"138,000 đ",2,"276,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO137,PO137-TRANG-29,PO137,TRẮNG,29,,,,,1,0,0 đ,
PO137,PO137-TRANG-30,PO137,TRẮNG,30,,,,,1,0,0 đ,
PO137,PO137-TRANG-31,PO137,TRẮNG,31,,,,,1,0,0 đ,
PO137,PO137-TRANG-32,PO137,TRẮNG,32,,,,,1,1,"138,000 đ",
PO137,PO137-TRANG-33,PO137,TRẮNG,33,,,,,1,0,0 đ,
PO137,PO137-TRANG-34,PO137,TRẮNG,34,,,,,1,0,0 đ,
PO137,PO137-DEN-29,PO137,ĐEN,29,,,,,1,0,0 đ,
PO137,PO137-DEN-30,PO137,ĐEN,30,,,,,1,0,0 đ,
PO137,PO137-DEN-31,PO137,ĐEN,31,,,,,1,1,"138,000 đ",
PO137,PO137-DEN-32,PO137,ĐEN,32,,,,,1,0,0 đ,
PO137,PO137-DEN-33,PO137,ĐEN,33,,,,,1,0,0 đ,
PO137,PO137-DEN-34,PO137,ĐEN,34,,,,,1,0,0 đ,
42,QUẦN SHORT LINEN,PO138,BẢO TRÂN,TRƠN,REGULAR,,QUẦN NGẮN,SẢN PHẨM CHỦ LỰC,"95,000 đ",33,"3,135,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,,DAY,TỒN KHO,TỔNG TIỀN,
PO138,PO138-TRANG-S,PO138,TRẮNG,S,,,,,1,0,0 đ,
PO138,PO138-TRANG-M,PO138,TRẮNG,M,,,,,1,0,0 đ,
PO138,PO138-TRANG-L,PO138,TRẮNG,L,,,,,1,0,0 đ,
PO138,PO138-TRANG-XL,PO138,TRẮNG,XL,,,,,1,0,0 đ,
PO138,PO138-DEN-S,PO138,ĐEN,S,,,,,1,0,0 đ,
PO138,PO138-DEN-M,PO138,ĐEN,M,,,,,1,0,0 đ,
PO138,PO138-DEN-L,PO138,ĐEN,L,,,,,1,0,0 đ,
PO138,PO138-DEN-XL,PO138,ĐEN,XL,,,,,1,0,0 đ,
PO138,PO138-BE-S,PO138,BE,S,,,,,1,33,"3,135,000 đ",
PO138,PO138-BE-M,PO138,BE,M,,,,,1,0,0 đ,
PO138,PO138-BE-L,PO138,BE,L,,,,,1,0,0 đ,
PO138,PO138-BE-XL,PO138,BE,XL,,,,,1,0,0 đ,
43,SƠ MI EXTRA COTTON,PO139,A THANH,PHỐI,REGULAR,,TAY DÀI,SẢN PHẨM CHỦ LỰC,"156,000 đ",3,"468,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,,TỔNG TIỀN
PO139,PO139-TRANG-S,PO139,TRẮNG,S,,,,,1,0,0 đ,FALSE
PO139,PO139-TRANG-M,PO139,TRẮNG,M,,,,,1,0,0 đ,FALSE
PO139,PO139-TRANG-L,PO139,TRẮNG,L,,,,,1,0,0 đ,FALSE
PO139,PO139-TRANG-XL,PO139,TRẮNG,XL,,,,,1,2,"312,000 đ",FALSE
PO139,PO139-XANHNHAT-S,PO139,XANH NHẠT,S,,,,,1,0,0 đ,FALSE
PO139,PO139-XANHNHAT-M,PO139,XANH NHẠT,M,,,,,1,0,0 đ,FALSE
PO139,PO139-XANHNHAT-L,PO139,XANH NHẠT,L,,,,,1,0,0 đ,FALSE
PO139,PO139-XANHNHAT-XL,PO139,XANH NHẠT,XL,,,,,1,0,0 đ,FALSE
PO139,PO139-NAVY-S,PO139,NAVY,S,,,,,1,0,0 đ,FALSE
PO139,PO139-NAVY-M,PO139,NAVY,M,,,,,1,0,0 đ,FALSE
PO139,PO139-NAVY-L,PO139,NAVY,L,,,,,1,0,0 đ,FALSE
PO139,PO139-NAVY-XL,PO139,NAVY,XL,,,,,1,1,"156,000 đ",FALSE
44,SƠ MI STRIPY SỌC NHỎ,PO140,A THANH,PHỐI,REGULAR,,TAY DÀI,SẢN PHẨM CHỦ LỰC,"168,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,,DAY,TỒN KHO,,TỔNG TIỀN
PO140,PO140-SOCXANH-S,PO140,SỌC XANH,S,,,,,1,0,0 đ,FALSE
PO140,PO140-SOCXANH-M,PO140,SỌC XANH,M,,,,,1,0,0 đ,FALSE
PO140,PO140-SOCXANH-L,PO140,SỌC XANH,L,,,,,1,0,0 đ,FALSE
PO140,PO140-SOCXANH-XL,PO140,SỌC XANH,XL,,,,,1,0,0 đ,FALSE
PO140,PO140-SOCXAM-S,PO140,SỌC XÁM,S,,,,,1,0,0 đ,FALSE
PO140,PO140-SOCXAM-M,PO140,SỌC XÁM,M,,,,,1,0,0 đ,FALSE
PO140,PO140-SOCXAM-L,PO140,SỌC XÁM,L,,,,,1,0,0 đ,FALSE
PO140,PO140-SOCXAM-XL,PO140,SỌC XÁM,XL,,,,,1,0,0 đ,FALSE
45,SƠ MI RIBBED SỌC TO,PO141,A THANH,PHỐI,REGULAR,,TAY DÀI,SẢN PHẨM CHỦ LỰC,"175,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,,DAY,TỒN KHO,,TỔNG TIỀN
PO141,PO141-SOCNAU-S,PO141,SỌC NÂU,S,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCNAU-M,PO141,SỌC NÂU,M,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCNAU-L,PO141,SỌC NÂU,L,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCNAU-XL,PO141,SỌC NÂU,XL,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCXANH-S,PO141,SỌC XANH,S,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCXANH-M,PO141,SỌC XANH,M,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCXANH-L,PO141,SỌC XANH,L,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCXANH-XL,PO141,SỌC XANH,XL,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCXAM-S,PO141,SỌC XÁM,S,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCXAM-M,PO141,SỌC XÁM,M,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCXAM-L,PO141,SỌC XÁM,L,,,,,1,0,0 đ,FALSE
PO141,PO141-SOCXAM-XL,PO141,SỌC XÁM,XL,,,,,1,0,0 đ,FALSE
46,RICCO,PO142,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO142,PO142-DEN-M,PO142,ĐEN,M,,,,,,0,0 đ,
PO142,PO142-DEN-L,PO142,ĐEN,L,,,,,,0,0 đ,
PO142,PO142-DEN-XL,PO142,ĐEN,XL,,,,,,0,0 đ,
PO142,PO142-DEN-XXL,PO142,ĐEN,XXL,,,,,,0,0 đ,
46,DEVIN,PO143,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"118,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO143,PO143-TRANG-M,PO143,TRẮNG,M,,,,,1,0,0 đ,
PO143,PO143-TRANG-L,PO143,TRẮNG,L,,,,,1,0,0 đ,
PO143,PO143-TRANG-XL,PO143,TRẮNG,XL,,,,,1,0,0 đ,
PO143,PO143-TRANG-XXL,PO143,TRẮNG,XXL,,,,,1,0,0 đ,
47,BENJI,PO144,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"116,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO144,PO144-XANHREU-M,PO144,XANH RÊU,M,,,,,1,0,0 đ,
PO144,PO144-XANHREU-L,PO144,XANH RÊU,L,,,,,1,0,0 đ,
PO144,PO144-XANHREU-XL,PO144,XANH RÊU,XL,,,,,1,0,0 đ,
PO144,PO144-XANHREU-XXL,PO144,XANH RÊU,XXL,,,,,1,0,0 đ,
48,COSMOS,PO145,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"116,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO145,PO145-DEN-M,PO145,ĐEN,M,,,,,1,0,0 đ,
PO145,PO145-DEN-L,PO145,ĐEN,L,,,,,1,0,0 đ,
PO145,PO145-DEN-XL,PO145,ĐEN,XL,,,,,1,0,0 đ,
PO145,PO145-DEN-XXL,PO145,ĐEN,XXL,,,,,1,0,0 đ,
49,CARRICK,PO146,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"114,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO146,PO146-XAMXANH-M,PO146,XÁM XANH,M,,,,,1,0,0 đ,
PO146,PO146-XAMXANH-L,PO146,XÁM XANH,L,,,,,1,0,0 đ,
PO146,PO146-XAMXANH-XL,PO146,XÁM XANH,XL,,,,,1,0,0 đ,
PO146,PO146-XAMXANH-XXL,PO146,XÁM XANH,XXL,,,,,1,0,0 đ,
50,PASCEN,PO147,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"122,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO147,PO147-XAMXANH-M,PO147,XÁM XANH,M,,,,,1,0,0 đ,
PO147,PO147-XAMXANH-L,PO147,XÁM XANH,L,,,,,1,0,0 đ,
PO147,PO147-XAMXANH-XL,PO147,XÁM XANH,XL,,,,,1,0,0 đ,
PO147,PO147-XAMXANH-XXL,PO147,XÁM XANH,XXL,,,,,1,0,0 đ,
51,MARVIC,PO148,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"121,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO148,PO148-NAVY-M,PO148,NAVY,M,,,,,1,0,0 đ,
PO148,PO148-NAVY-L,PO148,NAVY,L,,,,,1,0,0 đ,
PO148,PO148-NAVY-XL,PO148,NAVY,XL,,,,,1,0,0 đ,
PO148,PO148-NAVY-XXL,PO148,NAVY,XXL,,,,,1,0,0 đ,
52,LUCA,PO149,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"116,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO149,PO149-XAMXANH-M,PO149,XÁM XANH,M,,,,,1,0,0 đ,
PO149,PO149-XAMXANH-L,PO149,XÁM XANH,L,,,,,1,0,0 đ,
PO149,PO149-XAMXANH-XL,PO149,XÁM XANH,XL,,,,,1,0,0 đ,
PO149,PO149-XAMXANH-XXL,PO149,XÁM XANH,XXL,,,,,1,0,0 đ,
PO149,PO149-BE-M,PO149,BE,M,,,,,1,0,0 đ,
PO149,PO149-BE-L,PO149,BE,L,,,,,1,0,0 đ,
PO149,PO149-BE-XL,PO149,BE,XL,,,,,1,0,0 đ,
PO149,PO149-BE-XXL,PO149,BE,XXL,,,,,1,0,0 đ,
53,TSHIRT PORIN,PO150,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"80,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO150,PO150-DEN-M,PO150,ĐEN,M,,#REF!,,,1,0,0 đ,
PO150,PO150-DEN-L,PO150,ĐEN,L,,,,,1,0,0 đ,
PO150,PO150-DEN-XL,PO150,ĐEN,XL,,,,,1,0,0 đ,
PO150,PO150-DEN-XXL,PO150,ĐEN,XXL,,,,,1,0,0 đ,
PO150,PO150-TRANG-M,PO150,TRẮNG,M,,#REF!,,,1,0,0 đ,
PO150,PO150-TRANG-L,PO150,TRẮNG,L,,,,,1,0,0 đ,
PO150,PO150-TRANG-XL,PO150,TRẮNG,XL,,,,,1,0,0 đ,
PO150,PO150-TRANG-XXL,PO150,TRẮNG,XXL,,,,,1,0,0 đ,
54,TSHIRT BASIC,PO154,TVT,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"86,000 đ",121,"10,406,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO154,PO154-NAU-M,PO154,NÂU,M,,,,,,0,0 đ,
PO154,PO154-NAU-L,PO154,NÂU,L,,,,,,0,0 đ,
PO154,PO154-NAU-XL,PO154,NÂU,XL,,,,,,0,0 đ,
PO154,PO154-NAU-XXL,PO154,NÂU,XXL,,,,,,0,0 đ,
PO154,PO154-NAVY-M,PO154,NAVY,M,,,,,,0,0 đ,
PO154,PO154-NAVY-L,PO154,NAVY,L,,,,,,0,0 đ,
PO154,PO154-NAVY-XL,PO154,NAVY,XL,,,,,,0,0 đ,
PO154,PO154-NAVY-XXL,PO154,NAVY,XXL,,,,,,1,"86,000 đ",
PO154,PO154-XANHLA-M,PO154,XANH LÁ,M,,,,,,0,0 đ,
PO154,PO154-XANHLA-L,PO154,XANH LÁ,L,,,,,,0,0 đ,
PO154,PO154-XANHLA-XL,PO154,XANH LÁ,XL,,,,,,0,0 đ,
PO154,PO154-XANHLA-XXL,PO154,XANH LÁ,XXL,,,,,,1,"86,000 đ",
PO154,PO154-DEN-M,PO154,ĐEN,M,,,,,,0,0 đ,
PO154,PO154-DEN-L,PO154,ĐEN,L,,,,,,0,0 đ,
PO154,PO154-DEN-XL,PO154,ĐEN,XL,,,,,,0,0 đ,
PO154,PO154-DEN-XXL,PO154,ĐEN,XXL,,,,,,0,0 đ,
PO154,PO154-TRANG-M,PO154,TRẮNG,M,,,,,,0,0 đ,
PO154,PO154-TRANG-L,PO154,TRẮNG,L,,,,,,0,0 đ,
PO154,PO154-TRANG-XL,PO154,TRẮNG,XL,,,,,,0,0 đ,
PO154,PO154-TRANG-XXL,PO154,TRẮNG,XXL,,,,,,0,0 đ,
PO154,PO154-XAMDAM-M,PO154,XÁM ĐẬM,M,,,,,,1,"86,000 đ",
PO154,PO154-XAMDAM-L,PO154,XÁM ĐẬM,L,,,,,,0,0 đ,
PO154,PO154-XAMDAM-XL,PO154,XÁM ĐẬM,XL,,,,,,0,0 đ,
PO154,PO154-XAMDAM-XXL,PO154,XÁM ĐẬM,XXL,,,,,,49,"4,214,000 đ",
PO154,PO154-XAMNHAT-M,PO154,XÁM NHẠT,M,,,,,,1,"86,000 đ",
PO154,PO154-XAMNHAT-L,PO154,XÁM NHẠT,L,,,,,,1,"86,000 đ",
PO154,PO154-XAMNHAT-XL,PO154,XÁM NHẠT,XL,,,,,,0,0 đ,
PO154,PO154-XAMNHAT-XXL,PO154,XÁM NHẠT,XXL,,,,,,30,"2,580,000 đ",
PO154,PO154-BE-M,PO154,BE,M,,,,,,0,0 đ,
PO154,PO154-BE-L,PO154,BE,L,,,,,,0,0 đ,
PO154,PO154-BE-XL,PO154,BE,XL,,,,,,0,0 đ,
PO154,PO154-BE-XXL,PO154,BE,XXL,,,,,,37,"3,182,000 đ",
55,CLASSIC PANTS,PO151,HÀ NGỌC,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"155,000 đ",22,"3,410,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO151,PO151-DEN-29,PO151,ĐEN,29,,,,,1,0,0 đ,
PO151,PO151-DEN-30,PO151,ĐEN,30,,,,,1,0,0 đ,
PO151,PO151-DEN-31,PO151,ĐEN,31,,,,,1,0,0 đ,
PO151,PO151-DEN-32,PO151,ĐEN,32,,,,,1,0,0 đ,
PO151,PO151-DEN-34,PO151,ĐEN,34,,,,,1,0,0 đ,
PO151,PO151-NAUNHAT-29,PO151,NÂU NHẠT,29,,,,,1,0,0 đ,
PO151,PO151-NAUNHAT-30,PO151,NÂU NHẠT,30,,,,,1,0,0 đ,
PO151,PO151-NAUNHAT-31,PO151,NÂU NHẠT,31,,,,,1,0,0 đ,
PO151,PO151-NAUNHAT-32,PO151,NÂU NHẠT,32,,,,,1,0,0 đ,
PO151,PO151-NAUNHAT-34,PO151,NÂU NHẠT,34,,,,,1,0,0 đ,
PO151,PO151-NAUDAM-29,PO151,NÂU ĐẬM,29,,,,,1,22,"3,410,000 đ",
PO151,PO151-NAUDAM-30,PO151,NÂU ĐẬM,30,,,,,1,0,0 đ,
PO151,PO151-NAUDAM-31,PO151,NÂU ĐẬM,31,,,,,1,0,0 đ,
PO151,PO151-NAUDAM-32,PO151,NÂU ĐẬM,32,,,,,1,0,0 đ,
PO151,PO151-NAUDAM-34,PO151,NÂU ĐẬM,34,,,,,1,0,0 đ,
56,CLASSIC SHORT,PO152,HÀ NGỌC,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"122,000 đ",33,"4,026,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO152,PO152-DEN-S,PO152,ĐEN,S,,,,,1,0,0 đ,
PO152,PO152-DEN-M,PO152,ĐEN,M,,,,,1,0,0 đ,
PO152,PO152-DEN-L,PO152,ĐEN,L,,,,,1,0,0 đ,
PO152,PO152-DEN-XL,PO152,ĐEN,XL,,,,,1,0,0 đ,
PO152,PO152-KEM-S,PO152,KEM,S,,,,,1,0,0 đ,
PO152,PO152-KEM-M,PO152,KEM,M,,,,,1,0,0 đ,
PO152,PO152-KEM-L,PO152,KEM,L,,,,,1,0,0 đ,
PO152,PO152-KEM-XL,PO152,KEM,XL,,,,,1,0,0 đ,
PO152,PO152-NAUNHAT-S,PO152,NÂU NHẠT,S,,,,,1,0,0 đ,
PO152,PO152-NAUNHAT-M,PO152,NÂU NHẠT,M,,,,,1,0,0 đ,
PO152,PO152-NAUNHAT-L,PO152,NÂU NHẠT,L,,,,,1,0,0 đ,
PO152,PO152-NAUNHAT-XL,PO152,NÂU NHẠT,XL,,,,,1,0,0 đ,
PO152,PO152-NAUDAM-S,PO152,NÂU ĐẬM,S,,,,,1,5,"610,000 đ",
PO152,PO152-NAUDAM-M,PO152,NÂU ĐẬM,M,,,,,1,0,0 đ,
PO152,PO152-NAUDAM-L,PO152,NÂU ĐẬM,L,,,,,1,0,0 đ,
PO152,PO152-NAUDAM-XL,PO152,NÂU ĐẬM,XL,,,,,1,0,0 đ,
PO152,PO152-XAMDAM-S,PO152,XÁM ĐẬM,S,,,,,1,28,"3,416,000 đ",
PO152,PO152-XAMDAM-M,PO152,XÁM ĐẬM,M,,,,,1,0,0 đ,
PO152,PO152-XAMDAM-L,PO152,XÁM ĐẬM,L,,,,,1,0,0 đ,
PO152,PO152-XAMDAM-XL,PO152,XÁM ĐẬM,XL,,,,,1,0,0 đ,
57,SLEEP SHORTS,PO153,BẢO TRÂN,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"45,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO153,PO153-TRANG-M,PO153,TRẮNG,M,,,,,1,0,0 đ,
PO153,PO153-TRANG-L,PO153,TRẮNG,L,,,,,1,0,0 đ,
PO153,PO153-TRANG-XL,PO153,TRẮNG,XL,,,,,1,0,0 đ,
PO153,PO153-SOCXANH-M,PO153,SỌC XANH,M,,,,,1,0,0 đ,
PO153,PO153-SOCXANH-L,PO153,SỌC XANH,L,,,,,1,0,0 đ,
PO153,PO153-SOCXANH-XL,PO153,SỌC XANH,XL,,,,,1,0,0 đ,
PO153,PO153-SOCDEN-M,PO153,SỌC ĐEN,M,,,,,1,0,0 đ,
PO153,PO153-SOCDEN-L,PO153,SỌC ĐEN,L,,,,,1,0,0 đ,
PO153,PO153-SOC DEN-XL,PO153,SỌC ĐEN,XL,,,,,1,0,0 đ,
PO153,PO153-DENXAM-M,PO153,ĐEN XÁM,M,,,,,1,0,0 đ,
PO153,PO153-DENXAM-L,PO153,ĐEN XÁM,L,,,,,1,0,0 đ,
PO153,PO153-DENXAM-XL,PO153,ĐEN XÁM,XL,,,,,1,0,0 đ,
